"publication_ID","relatedItem_1_titleInfo_title","identifier_#text","state","year","volume","number","titleInfo_title"
"9974059","Broadcaster","bta_9974059_TN_1956_028_007","TN","1956","028","007","Vol. 28, No. 7"
"9974059","Broadcaster","bta_9974059_TN_1956_028_006","TN","1956","028","006","Vol. 28, No. 6"
"9974059","Broadcaster","bta_9974059_TN_1956_028_005","TN","1956","028","005","Vol. 28, No. 5"
"9974059","Broadcaster","bta_9974059_TN_1956_028_004","TN","1956","028","004","Vol. 28, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1955_028_003","TN","1955","028","003","Vol. 28, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1955_027_007","TN","1955","027","007","Vol. 27, No. 7"
"9974059","Broadcaster","bta_9974059_TN_1955_027_008","TN","1955","027","008","Vol. 27, No. 8"
"9974059","Broadcaster","bta_9974059_TN_1955_028_001","TN","1955","028","001","Vol. 28, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1955_028_002","TN","1955","028","002","Vol. 28, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1955_027_006","TN","1955","027","006","Vol. 27, No. 6"
"9974059","Broadcaster","bta_9974059_TN_1955_027_005","TN","1955","027","005","Vol. 27, No. 5"
"9974059","Broadcaster","bta_9974059_TN_1955_027_004","TN","1955","027","004","Vol. 27, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1954_027_003","TN","1954","027","003","Vol. 27, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1954_027_002","TN","1954","027","002","Vol. 27, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1954_027_001","TN","1954","027","001","Vol. 27, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1954_026_006","TN","1954","026","006","Vol. 26, No. 6"
"9974059","Broadcaster","bta_9974059_TN_1954_026_007","TN","1954","026","007","Vol. 26, No. 7"
"9974059","Broadcaster","bta_9974059_TN_1954_026_005","TN","1954","026","005","Vol. 26, No. 5"
"9974059","Broadcaster","bta_9974059_TN_1954_026_008","TN","1954","026","008","Vol. 26, No. 8"
"9974059","Broadcaster","bta_9974059_TN_1954_026_004","TN","1954","026","004","Vol. 26, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1953_026_003","TN","1953","026","003","Vol. 26, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1953_026_001","TN","1953","026","001","Vol. 26, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1953_025_008","TN","1953","025","008","Vol. 25, No. 8"
"9974059","Broadcaster","bta_9974059_TN_1953_026_002","TN","1953","026","002","Vol. 26, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1953_025_005","TN","1953","025","005","Vol. 25, No. 5"
"9974059","Broadcaster","bta_9974059_TN_1953_025_004","TN","1953","025","004","Vol. 25, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1953_025_007","TN","1953","025","007","Vol. 25, No. 7"
"9974059","Broadcaster","bta_9974059_TN_1953_025_006","TN","1953","025","006","Vol. 25, No. 6"
"9974059","Broadcaster","bta_9974059_TN_1952_025_003","TN","1952","025","003","Vol. 25, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1952_025_002","TN","1952","025","002","Vol. 25, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1952_025_001","TN","1952","025","001","Vol. 25, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1952_024_007","TN","1952","024","007","Vol. 24, No. 7"
"9974059","Broadcaster","bta_9974059_TN_1952_024_008","TN","1952","024","008","Vol. 24, No. 8"
"9974059","Broadcaster","bta_9974059_TN_1952_024_006","TN","1952","024","006","Vol. 24, No. 6"
"9974059","Broadcaster","bta_9974059_TN_1952_024_005","TN","1952","024","005","Vol. 24, No. 5"
"9974059","Broadcaster","bta_9974059_TN_1951_024_003","TN","1951","024","003","Vol. 24, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1951_024_002","TN","1951","024","002","Vol. 24, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1951_024_001","TN","1951","024","001","Vol. 24, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1952_024_004","TN","1952","024","004","Vol. 24, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1950_022_003","TN","1950","022","003","Vol. 22, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1949_022_002","TN","1949","022","002","Vol. 22, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1950_023_001","TN","1950","023","001","Vol. 23, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1950_022_004","TN","1950","022","004","Vol. 22, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1950_023_003","TN","1950","023","003","Vol. 23, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1950_023_002","TN","1950","023","002","Vol. 23, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1949_022_001","TN","1949","022","001","Vol. 22, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1949_021_004","TN","1949","021","004","Vol. 21, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1949_021_003","TN","1949","021","003","Vol. 21, No. 3"
"9974059",,"bta_9974059_TN_1948_021_002","TN","1948","021","002","Vol. 21, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1948_021_001","TN","1948","021","001","Vol. 21, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1948_020_004","TN","1948","020","004","Vol. 20, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1947_020_003","TN","1947","020","003","Vol. 20, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1947_019_003","TN","1947","019","003","Vol. 19, No. 3"
"9974059",,"bta_9974059_TN_1946_019_001","TN","1946","019","001","Vol. 19, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1946_018_004","TN","1946","018","004","Vol. 18, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1946_018_003","TN","1946","018","003","Vol. 18, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1945_018_002","TN","1945","018","002","Vol. 18, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1945_017_004","TN","1945","017","004","Vol. 17, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1945_018_001","TN","1945","018","001","Vol. 18, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1944_017_002","TN","1944","017","002","Vol. 17, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1945_017_003","TN","1945","017","003","Vol. 17, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1944_017_001","TN","1944","017","001","Vol. 17, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1944_016_004","TN","1944","016","004","Vol. 16, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1944_016_003","TN","1944","016","003","Vol. 16, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1943_016_002","TN","1943","016","002","Vol. 16, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1943_016_001","TN","1943","016","001","Vol. 16, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1943_015_004","TN","1943","015","004","Vol. 15, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1943_015_003","TN","1943","015","003","Vol. 15, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1942_015_002","TN","1942","015","002","Vol. 15, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1942_015_001","TN","1942","015","001","Vol. 15, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1942_014_004","TN","1942","014","004","Vol. 14, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1942_014_003","TN","1942","014","003","Vol. 14, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1941_013_004","TN","1941","013","004","Vol. 13, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1941_014_001","TN","1941","014","001","Vol. 14, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1941_014_002","TN","1941","014","002","Vol. 14, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1940_013_002","TN","1940","013","002","Vol. 13, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1941_013_003","TN","1941","013","003","Vol. 13, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1940_013_001","TN","1940","013","001","Vol. 13, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1940_012_004","TN","1940","012","004","Vol. 12, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1940_012_003","TN","1940","012","003","Vol. 12, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1939_012_002","TN","1939","012","002","Vol. 12, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1939_012_001","TN","1939","012","001","Vol. 12, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1939_011_004","TN","1939","011","004","Vol. 11, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1939_011_003","TN","1939","011","003","Vol. 11, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1936_008_002","TN","1936","008","002","Vol. 8, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1937_010_001","TN","1937","010","001","Vol. 10, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1938_011_001","TN","1938","011","001","Vol. 11, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1938_010_004","TN","1938","010","004","Vol. 10, No. 4"
"9974059",,"bta_9974059_TN_1937_009_002","TN","1937","009","002","Vol. 9, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1935_007_003","TN","1935","007","003","Vol. 7, No. 3"
"9974059",,"bta_9974059_TN_1931_003_005","TN","1931","003","005","Vol. 3, No. 5"
"9974059","Broadcaster","bta_9974059_TN_1930_002_006","TN","1930","002","006","Vol. 2, No. 6"
"9974059","Broadcaster","bta_9974059_TN_1936_008_003","TN","1936","008","003","Vol. 8, No. 3"
"9974059",,"bta_9974059_TN_1930_003_001","TN","1930","003","001","Vol. 3, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1931_003_004","TN","1931","003","004","Vol. 3, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1935_007_002","TN","1935","007","002","Vol. 7, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1929_001_004","TN","1929","001","004","Vol. 1, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1951_023_005","TN","1951","023","005","Vol. 23, No. 5"
"9974059","Broadcaster","bta_9974059_TN_1933_006_001","TN","1933","006","001","Vol. 6, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1932_005_001","TN","1932","005","001","Vol. 5, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1932_004_004","TN","1932","004","004","Vol. 4, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1933_005_004","TN","1933","005","004","Vol. 5, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1937_009_004","TN","1937","009","004","Vol. 9, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1929_002_001","TN","1929","002","001","Vol. 2, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1951_023_008","TN","1951","023","008","Vol. 23, No. 8"
"9974059","Broadcaster","bta_9974059_TN_1937_009_003","TN","1937","009","003","Vol. 9, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1929_002_002","TN","1929","002","002","Vol. 2, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1933_005_003","TN","1933","005","003","Vol. 5, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1951_023_007","TN","1951","023","007","Vol. 23, No. 7"
"9974059","Broadcaster","bta_9974059_TN_1938_010_003","TN","1938","010","003","Vol. 10, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1932_004_003","TN","1932","004","003","Vol. 4, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1934_006_003","TN","1934","006","003","Vol. 6, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1934_006_002","TN","1934","006","002","Vol. 6, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1931_004_002","TN","1931","004","002","Vol. 4, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1938_010_002","TN","1938","010","002","Vol. 10, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1928_001_001","TN","1928","001","001","Vol. 1, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1951_023_006","TN","1951","023","006","Vol. 23, No. 6"
"9974059","Broadcaster","bta_9974059_TN_1933_005_002","TN","1933","005","002","Vol. 5, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1930_002_003","TN","1930","002","003","Vol. 2, No. 3"
"9974059",,"bta_9974059_TN_1930_003_002","TN","1930","003","002","Vol. 3, No. 2"
"9974059","Broadcaster","bta_9974059_TN_1931_004_001","TN","1931","004","001","Vol. 4, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1934_007_001","TN","1934","007","001","Vol. 7, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1936_009_001","TN","1936","009","001","Vol. 9, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1930_002_004","TN","1930","002","004","Vol. 2, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1935_008_001","TN","1935","008","001","Vol. 8, No. 1"
"9974059","Broadcaster","bta_9974059_TN_1935_007_004","TN","1935","007","004","Vol. 7, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1930_002_005","TN","1930","002","005","Vol. 2, No. 5"
"9974059","Broadcaster","bta_9974059_TN_1936_008_004","TN","1936","008","004","Vol. 8, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1934_006_004","TN","1934","006","004","Vol. 6, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1931_003_006","TN","1931","003","006","Vol. 3, No. 6"
"9974059","Broadcaster","bta_9974059_TN_1931_003_003","TN","1931","003","003","Vol. 3, No. 3"
"9974059","Broadcaster","bta_9974059_TN_1951_023_004","TN","1951","023","004","Vol. 23, No. 4"
"9974059","Broadcaster","bta_9974059_TN_1938_011_002","TN","1938","011","002","Vol. 11, No. 2"
"30786193","The National Association of Colored Teachers Bulletin","bta_30786193_US_1937_015_004","US","1937","015","004","Vol. 15, No. 4"
"1145138028","Journal of Education","bta_1145138028_MO_1945_001_004","MO","1945","001","004","Vol. 1, No. 4"
"1344300383",,"bta_1344300383_KY_1954_001_001","KY","1954","001","001","Vol. 1, No.1"
"31202450","Bulletin of the Arkansas Teachers Association","bta_31202450_AK_1941_013_003","AK","1941","013","003","Vol. 13, No. 3"
"31202450","Bulletin of the Arkansas Teachers Association","bta_31202450_AK_1948_020_003","AK","1948","020","003","Vol. 20, No. 3"
"31202450","Bulletin of the Arkansas Teachers Association","bta_31202450_AK_1942_014_001","AK","1942","014","001","Vol. 14, No. 1"
"31202450","Bulletin of the Arkansas Teachers Association","bta_31202450_AK_1961_030_002","AK","1961","030","002","Vol. 30, No. 2"
,"Georgia Publications",,,,,,"Rising in the Sun: a History of the Georgia Teachers and Education Association, 1918-1966: a half century of progress"
,"National Publications",,,,,,"History of the American Teachers Association"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1948_024_001","US","1948","024","001","Vol. 24, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1959_033_002","US","1959","033","002","Vol. 33, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1948_024_002","US","1948","024","002","Vol. 24, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1965_038_004","US","1965","038","004","Vol. 38, No. 4"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1948_024_003","US","1948","024","003","Vol. 24, No. 3"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1950_026_004","US","1950","026","004","Vol. 26, No. 4"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1966_038_007","US","1966","038","007","Vol. 38, No. 7"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1940_017_003","US","1940","017","003","Vol. 17, No. 3"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1950_026_001","US","1950","026","001","Vol. 26, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1950_026_002","US","1950","026","002","Vol. 26, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1961_034_001","US","1961","034","001","Vol. 34, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1947_023_001","US","1947","023","001","Vol. 23, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1947_023_002","US","1947","023","002","Vol. 23, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1958_032_001","US","1958","032","001","Vol. 32, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1945_021_001","US","1945","021","001","Vol. 21, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1944_020_004","US","1944","020","004","Vol. 20, No. 4"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1942_019_001","US","1942","019","001","Vol. 19, No. 1"
"948622068","MTA Now","bta_948622068_MS_1971_48_003","MS","1971","48","003","Vol. 48, No. 3"
"8196629","Mississippi Educational Journal","bta_8196629_MS_1936_013_003","MS","1936","013","003","Vol. 13, No. 3"
"1333702403","K.N.E.A Bulletin","bta_1333702403_KY_1930_008_002","KY","1930","008","002","Vol. 8. No. 2"
"1333702403","K.N.E.A Bulletin","bta_1333702403_KY_1930_008_003","KY","1930","008","003","Vol. 8, No. 3"
"37264328",,"bta_37264328_KY_1950_021_001","KY","1950","021","001","Vol. 21, No. 1"
"1333702403","K.N.E.A Bulletin","bta_1333702403_KY_1952_011_001","KY","1952","011","001","Vol. 11, No. 1"
"37264328",,"bta_37264328_KY_1948_019_002","KY","1948","019","002","Vol. 19, No. 2"
"1333702403","K.N.E.A Bulletin","bta_1333702403_KY_1928_006_001","KY","1928","006","001","Vol. 6, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1944_020_003","US","1944","020","003","Vol. 20, No. 3"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1940_017_005","US","1940","017","005","Vol. 17, No. 5"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1954_029_002","US","1954","029","002","Vol. 29, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1941_018_002","US","1941","018","002","Vol. 18, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1942_019_002","US","1942","019","002","Vol. 19, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1961_034_002","US","1961","034","002","Vol. 34, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1952_028_001","US","1952","028","001","Vol. 28, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1952_028_002","US","1952","028","002","Vol. 28, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1946_022_001","US","1946","022","001","Vol. 22, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1944_020_002","US","1944","020","002","Vol. 20, No. 2"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1940_017_001","US","1940","017","001","Vol. 17, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1944_020_001","US","1944","020","001","Vol. 20, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1940_017_004","US","1940","017","004","Vol. 17, No. 4"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1941_018_001","US","1941","018","001","Vol. 18, No. 1"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1940_017_006","US","1940","017","006","Vol. 17, No. 6"
"30786193","The American Teacher Association Bulletin","bta_30786193_US_1940_017_002","US","1940","017","002","Vol. 17, No. 2"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1956_035_001","LA","1956","035","001","Vol. 35, No. 1"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1949_028_008","LA","1949","028","008","Vol. 28, No. 8"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1959_038_005","LA","1959","038","005","Vol. 38, No. 5"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1951_030_002","LA","1951","030","002","Vol. 30, No. 2"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1962_040_010","LA","1962","040","010","Vol. 40, No. 10"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1954_033_008","LA","1954","033","008","Vol. 33, No. 8"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1955_034_001","LA","1955","034","001","Vol. 34, No. 1"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1962_040_011","LA","1962","040","011","Vol. 40, No. 11"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1960_038_005","LA","1960","038","005","Vol. 38, No. 5"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1952_031_007","LA","1952","031","007","Vol. 31, No. 7"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1955_034_004","LA","1955","034","004","Vol. 34, No. 4"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1965_043_005","LA","1965","043","005","Vol. 43, No. 5"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1961_039_001","LA","1961","039","001","Vol. 39, No. 1"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1954_033_005","LA","1954","033","005","Vol. 33, No. 5"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1951_030_008","LA","1951","030","008","Vol. 30, No. 8"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1960_038_002","LA","1960","038","002","Vol. 38, No. 2"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1960_038_004","LA","1960","038","004","Vol. 38, No. 4"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1959_038_004","LA","1959","038","004","Vol. 38, No. 4"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1957_036_006","LA","1957","036","006","Vol. 36, No. 6"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1961_040_006","LA","1961","040","006","Vol. 40, No. 6"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1953_032_003","LA","1953","032","003","Vol. 32, No. 3"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1962_040_007","LA","1962","040","007","Vol. 40, No. 7"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1953_032_004","LA","1953","032","004","Vol. 32, No. 4"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1955_034_002","LA","1955","034","002","Vol. 34, No. 2"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1962_040_008","LA","1962","040","008","Vol. 40, No. 8"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1962_040_009","LA","1962","040","009","Vol. 40, No. 9"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1952_031_008","LA","1952","031","008","Vol. 31, No. 8"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1955_034_005","LA","1955","034","005","Vol. 34, No. 5"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1958_037_001","LA","1958","037","001","Vol. 37, No. 1"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1958_037_008","LA","1958","037","008","Vol. 37, No. 8"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1955_034_008","LA","1955","034","008","Vol. 34, No. 8"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1952_031_002","LA","1952","031","002","Vol. 31, No. 2"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1949_028_004","LA","1949","028","004","Vol. 28, No. 4"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1953_032_002","LA","1953","032","002","Vol. 32, No. 2"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1949_028_005","LA","1949","028","005","Vol. 28, No. 5"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1949_028_006","LA","1949","028","006","Vol. 28, No. 6"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1949_028_002","LA","1949","028","002","Vol. 28, No. 2"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1949_028_003","LA","1949","028","003","Vol. 28, No. 3"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1949_028_007","LA","1949","028","007","Vol. 28, No. 7"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1948_027_004","LA","1948","027","004","Vol. 27, No. 4"
"5981198","Louisiana Education Association Journal","bta_5981198_LA_1949_028_001","LA","1949","028","001","Vol. 28, No. 1"
"17672601","The Louisiana Colored Teachers' Journal","bta_17672601_LA_1948_027_003","LA","1948","027","003","Vol. 27, No. 3"
"17672601","The Louisiana Colored Teachers' Journal","bta_17672601_LA_1947_023_006","LA","1947","023","006","Vol. 23, No. 6"
"17672601","The Louisiana Colored Teachers' Journal","bta_17672601_LA_1947_024_004","LA","1947","024","004","Vol. 24, No. 4"
"17672601","The Louisiana Colored Teachers' Journal","bta_17672601_LA_1940_013_002","LA","1940","013","002","Vol. 13, No. 2"
"17672601","The Louisiana Colored Teachers' Journal","bta_17672601_LA_1947_022_001","LA","1947","022","001","Vol. 22, No. 1"
"17672601","The Louisiana Colored Teachers' Journal","bta_17672601_LA_1948_025_001","LA","1948","025","001","Vol. 25, No. 1"
"17672601","The Louisiana Colored Teachers' Journal","bta_17672601_LA_1948_026_002","LA","1948","026","002","Vol. 26, No. 2"
"17672601","The Louisiana Colored Teachers' Journal","bta_17672601_LA_1947_023_003","LA","1947","023","003","Vol. 23, No. 3"
,"Kentucky Publications",,,,,,"The Kentucky Negro Education Association, 1877-1946"
"45355957","Virginia Education Bulletin","bta_45355957_VA_1952_031_005a","VA","1952","031","005a","Vol. 31, No. 5"
"40370957","VTA Bulletin","bta_40370957_VA_1966_048_001","VA","1966","048","001","Vol. 48, No. 1"
"40370957","VTA Bulletin","bta_40370957_VA_1964-1965_046_004","VA","1964-1965","046","004","Vol. 46, No. 4"
"40370957","VTA Bulletin","bta_40370957_VA_1965_047_001","VA","1965","047","001","Vol. 47, No. 1"
"40370957","VTA Bulletin","bta_40370957_VA_1963_044_006","VA","1963","044","006","Vol. 44, No. 6"
"40370957","VTA Bulletin","bta_40370957_VA_1963_045_003","VA","1963","045","003","Vol. 45, No. 3"
"40370957","VTA Bulletin","bta_40370957_VA_1963_045_002","VA","1963","045","002","Vol. 45, No. 2"
"40370957","VTA Bulletin","bta_40370957_VA_1963_044_005","VA","1963","044","005","Vol. 44, No. 5"
"40370957","VTA Bulletin","bta_40370957_VA_1962_044_002","VA","1962","044","002","Vol. 44, No. 2"
"40370957","VTA Bulletin","bta_40370957_VA_1963_045_001","VA","1963","045","001","Vol. 45, No. 1"
"40370957","VTA Bulletin","bta_40370957_VA_1963_044_004","VA","1963","044","004","Vol. 44, No. 4"
"40370957","VTA Bulletin","bta_40370957_VA_1962_044_003","VA","1962","044","003","Vol. 44, No. 3"
"40370957","VTA Bulletin","bta_40370957_VA_1963-1964_045_004","VA","1963-1964","045","004","Vol. 45, No. 4"
"40370957","VTA Bulletin","bta_40370957_VA_1963_044_007","VA","1963","044","007","Vol. 44, No. 7"
"45355957","Virginia Education Bulletin","bta_45355957_VA_1958_040_002","VA","1958","040","002","Vol. 40, No. 2"
"20780450","Virginia Teachers Bulletin","bta_20780450_VA_1943_020_004","VA","1943","020","004","Vol. 20, No. 4"
"16508890","The Herald","bta_16508890_GA_1944_010_004","GA","1944","010","004","Vol. 10, No. 4"
"16508890","The Herald","bta_16508890_GA_1944_011_002","GA","1944","011","002","Vol. 11, No. 2"
"16508890","The Herald","bta_16508890_GA_1944_010_003","GA","1944","010","003","Vol. 10, No. 3"
"16508890","The Herald","bta_16508890_GA_1944_011_001","GA","1944","011","001","Vol. 11, No. 1"
"16508890","The Herald","bta_16508890_GA_1943_010_001","GA","1943","010","001","Vol. 10, No. 1"
"1334491422","Kentucky Teachers Association Newsletter","bta_1334491422_KY_1954_february","KY","1954","february",,"1954 February"
"1334491478","Kentucky Negro Education Association Newsletter","bta_1334491478_KY_1953_may","KY","1953","may",,"1953 May"
"1333702403","K.N.E.A Bulletin","bta_1333702403_KY_1953_011_002","KY","1953","011","002","Vol. 11, No. 2"
